,1A,2A,3A,4A,5A,6A,1B,2B,3B,4B,5B,6B,1C,2C,3C,4C,5C,6C,1D,2D,3D,4D,5D,6D
b-D-GalxS-(1-3)-?-D-Galx2NAc,0.1412071066711115,0.014027900418847985,0.035649490844684995,0.056778148165691725,0.12325726383280658,0.092676180660563,0.08348474317859478,0.05032494513221542,0.03454602801634945,0.06011799448133221,0.07247647605056387,0.09371341093593404,0.12924794114715926,0.020698269704622886,0.057788524850065484,0.0417170872763644,0.1202360438587202,0.10666837921654987,0.09471055053333778,0.05729778567295471,0.031230875475130405,0.07578230481013756,0.058336303628100813,0.0885957650560881
b-D-Glcx2NAc-(1-6)-?-D-Galx2NAc,0.33412120251608074,0.8167521207663355,0.7117848016168858,0.8599985493688279,0.8935534803390297,0.7724929221803443,0.8016800713822295,0.7714436087021372,0.598842507287761,0.8906398820435101,0.7907123164010728,0.9574238704216032,0.6050572130063329,0.8070223403928107,0.6431094396969745,0.8993365518031526,0.9899953529849852,0.8589949956254016,0.6829407664113762,0.9033134263785372,0.936777478959514,0.8405545946004565,0.7324262795687132,0.9506702010747448
a-D-Neux5Ac-(2-6)-?-D-Galx2NAc,0.3722668226010067,0.1381245178032872,0.1962224898836893,0.09244591218056517,-0.04642245936616935,0.09790147975956724,-0.060606060606060615,0.15314227269821662,0.2286747576305337,-0.0003271081474243368,0.14074192797200985,-0.02182451519996886,0.2458428839341529,0.14837932189372166,0.2489648484086732,0.09415164863353592,-0.15429052507769087,0.022666426357247586,0.1820607282147234,0.017287558293388204,0.10019777215076166,0.242923062741632,0.15107633200584006,-0.03303339900255852
b-D-Galx-(1-3)-?-D-Galx2NAc,0.19359175442527435,0.8736960231922006,0.7335284053936418,0.8713489981763498,0.7583728749568428,0.8057536592766452,0.7918691243605216,0.7936583494918072,0.6425839703580309,0.8093115266300605,0.7224720199403741,0.7471872030305879,0.475144278246374,0.8447065879723452,0.6304005347509568,0.8862784799345832,0.8234878166818215,0.8608567030790681,0.6518431470659226,0.8191316970035614,0.7583839109758636,0.8022036296991158,0.8104899101371591,0.7631595646793797
b-D-Glcx2NAc-(1-3)-?-D-Galx2NAc,0.3315581228857325,0.04196248891734364,0.08284278025089309,0.017436438670866604,0.06291361393741837,0.08607794754514378,0.0824881864362463,0.05338944407747547,0.13846908117539392,0.06102979419540702,0.09599323821215107,0.05278879616506065,0.15541281245186947,0.054935511211206746,0.11928488485857808,0.012563793583304636,0.046891094446423226,0.05480781116099143,0.08275295445589441,0.05943919104332266,0.05171131161255186,0.03740965064010455,0.04728295142197151,0.06696169743890024
?-D-Galx-(1-?)-b-D-Glcx2NAc-(1-6)-?-D-Galx2NAc,0.980391621079554,0.3603304744725736,0.4103020456709945,0.3906290706486989,0.5554906072947565,0.4692870272154388,0.3493028982849464,0.3951916643583134,0.4763699080391729,0.4606712289578469,0.5909010542294234,0.6127703739260449,0.8371653514772098,0.35774147411733737,0.47822932303442606,0.4282771790955263,0.6184599389674522,0.5265959687404403,0.5739516915702498,0.4529043694147845,0.6665897006889041,0.3165472853169073,0.4893926204168923,0.6535491668277151
?-L-Fucx-(1-?)-b-D-Glcx2NAc-(1-6)-?-D-Galx2NAc,0.9681582442084784,0.30589354535301755,0.3378373719570265,0.3124485618028091,0.4812878632951342,0.4630122799230653,0.16383855164347105,0.34713217276427105,0.4076813423599456,0.26956446746907564,0.5070341855524281,0.4971124437683857,0.7032878226442101,0.3371944301098051,0.3845829185347481,0.3856496058700993,0.5329898684570945,0.5161922282000342,0.3179859604984122,0.3420611303776869,0.40188522197081583,0.3000005422317173,0.3157074899409826,0.5432111674219111
a-D-Neux5Ac-(2-3)-b-D-Galx-(1-3)-?-D-Galx2NAc,0.5861282195613801,0.16305397545899736,0.2750489116616605,0.13226055704237036,0.13475669378762514,0.17719124030482886,-0.19902881949634849,0.14444354477850466,0.26677707060822115,-0.1141729007806145,0.20031724629639736,-0.04504756375619074,0.2864038703715447,0.14799741292988253,0.2599805181542522,0.12268443297155532,0.18962271663972674,0.2262457937219855,0.2421799341894692,-0.057840494155182526,0.04716844741141661,-0.02459454623338737,0.2738554654566143,-0.04515312082656694
a-D-Neux5Ac-(2-6)-[b-D-Galx-(1-3)]?-D-Galx2NAc,0.15642163479667512,0.0660157647977067,0.07581253689921609,0.04908092153565595,0.026230357865836936,0.04140555843934388,-0.01813373688744508,0.05770855085124973,0.1152570518520725,-0.029554847982092236,0.08296486572733779,-0.06828228837939433,0.09959864826911403,0.06008316558957515,0.08906088648111304,0.06001298811248045,-0.05445846522483761,0.028572651821345125,0.0896987080440248,-0.042731413572145466,0.026275342627267592,0.16643043438182872,0.08797184846013066,-0.07711422695399603
b-D-Glcx2NAc-(1-6)-[b-D-Galx-(1-3)]?-D-Galx2NAc,0.028874267008410538,0.8067749424960751,0.6414608211125999,0.8318822087487868,0.7256530267039465,0.7455834154586097,0.7156782518956409,0.7355313119260192,0.4888703371119805,0.8199108183896321,0.6734375583966051,0.8388469235185178,0.3730885963561249,0.7974733347231285,0.5545913025842012,0.851130477807412,0.8537529240751257,0.8108350545150204,0.5269417365969624,0.864127580827256,0.8345016254091598,0.7852794933386833,0.6588814955205671,0.8608846019608468
