5 , 20
5 , 21
5 , 26
5 , 29
5 , 35
20 , 37
20 , 38
20 , 40
20 , 41
20 , 43
20 , 51
20 , 53
26 , 43
29 , 45
29 , 46
29 , 51
37 , 61
37 , 64
38 , 61
38 , 65
38 , 79
38 , 80
38 , 85
38 , 86
40 , 62
40 , 63
40 , 73
41 , 62
41 , 74
43 , 64
43 , 65
45 , 66
45 , 75
45 , 88
46 , 66
46 , 76
51 , 73
51 , 74
51 , 75
51 , 76
51 , 81
51 , 85
53 , 80
53 , 81
61 , 92
62 , 97
62 , 113
63 , 113
63 , 116
64 , 92
65 , 92
66 , 102
73 , 97
73 , 98
73 , 100
73 , 116
74 , 97
74 , 99
74 , 101
75 , 98
75 , 99
75 , 102
75 , 104
75 , 110
75 , 117
76 , 100
76 , 101
76 , 102
79 , 103
79 , 108
80 , 103
80 , 109
81 , 104
81 , 109
85 , 108
85 , 109
85 , 110
85 , 112
86 , 112
88 , 117
97 , 121
97 , 122
97 , 130
98 , 121
98 , 123
98 , 135
98 , 136
99 , 121
99 , 124
99 , 131
100 , 122
100 , 123
101 , 122
101 , 124
102 , 123
102 , 124
103 , 126
104 , 128
108 , 126
108 , 127
109 , 126
109 , 128
110 , 127
110 , 128
110 , 129
112 , 129
113 , 130
116 , 130
116 , 135
117 , 131
117 , 136
121 , 137
121 , 140
121 , 142
122 , 137
123 , 137
124 , 137
126 , 138
127 , 138
128 , 138
130 , 140
131 , 142
135 , 140
135 , 141
136 , 141
136 , 142
140 , 143
141 , 143
142 , 143
